,application_number,sponsor_name,app_numb_openfda,brand_name,generic_name,manufacturer_name,product_ndc,product_type,rxcui,spl_id,spl_set_id,package_ndc,submission_type,submission_status_date,product_number,reference_drug,active_ingredients,marketing_status,reference_standard,dosage_form
677,NDA203696,ABBVIE ENDOCRINE,['NDA203696'],['LUPANETA PACK'],['LEUPROLIDE ACETATE AND NORETHINDRONE ACETATE'],['AbbVie Inc.'],"['0074-1052', '0074-1053']",['HUMAN PRESCRIPTION DRUG'],"['1000405', '1115457', '1115459', '1488618', '1488619', '797544', '1115472', '1115473', '1488616', '1488617']","['e4662869-0efb-b808-0d76-30eb14f5a7ac', 'd76e0543-c4b9-69b9-2b6d-6fdaf60b682e']","['f6709069-6a58-625b-d090-53a2c5cc6f3b', '77addaa2-4d81-c2d0-2efd-7280aa4a8ccf']","['0074-1052-05', '0074-1052-10', '0074-1053-05']",['ORIG'],['20121214'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'LEUPROLIDE ACETATE', 'strength': '3.75MG/VIAL,N/A'}, {'name': 'NORETHINDRONE ACETATE', 'strength': 'N/A,5MG'}], [{'name': 'LEUPROLIDE ACETATE', 'strength': '11.25MG/VIAL,N/A'}, {'name': 'NORETHINDRONE ACETATE', 'strength': 'N/A,5MG'}]]","['Prescription', 'Prescription']","['No', 'Yes']","['INJECTABLE, TABLET', 'INJECTABLE, TABLET']"
678,NDA203826,HIKMA,,,,,,,,,,,['ORIG'],['20121220'],"['002', '003', '001']","['Yes', 'Yes', 'Yes']","[[{'name': 'PHENYLEPHRINE HYDROCHLORIDE', 'strength': '50MG/5ML (10MG/ML)'}], [{'name': 'PHENYLEPHRINE HYDROCHLORIDE', 'strength': '100MG/10ML (10MG/ML)'}], [{'name': 'PHENYLEPHRINE HYDROCHLORIDE', 'strength': '10MG/ML (10MG/ML)'}]]","['Prescription', 'Prescription', 'Prescription']","['Yes', 'Yes', 'Yes']","['SOLUTION', 'SOLUTION', 'SOLUTION']"
679,NDA203856,HIKMA,['NDA203856'],['CYCLOPHOSPHAMIDE'],['CYCLOPHOSPHAMIDE'],['West-Ward Pharmaceuticals Corp.'],"['0054-0382', '0054-0383']",['HUMAN PRESCRIPTION DRUG'],"['1437968', '1437969']",['80bba81a-806d-4feb-b53f-24013b28f187'],['8135b917-882f-4b4c-99b7-fa8ea54af4bf'],"['0054-0382-13', '0054-0382-25', '0054-0383-13', '0054-0383-25']",['ORIG'],['20130916'],"['002', '001']","['Yes', 'Yes']","[[{'name': 'CYCLOPHOSPHAMIDE', 'strength': '50MG'}], [{'name': 'CYCLOPHOSPHAMIDE', 'strength': '25MG'}]]","['Prescription', 'Prescription']","['Yes', 'No']","['CAPSULE', 'CAPSULE']"
680,NDA204016,HOSPIRA INC,['NDA204016'],['ZOLEDRONIC ACID'],['ZOLEDRONIC ACID'],"['Hospira, Inc.']",['0409-4229'],['HUMAN PRESCRIPTION DRUG'],['1114085'],['c74a22f5-28ca-4f8c-a71d-8e60e5517970'],['e446acf7-6233-479a-9c4a-4bd1169d210c'],['0409-4229-01'],['ORIG'],['20151228'],['001'],['No'],"[[{'name': 'ZOLEDRONIC ACID', 'strength': 'EQ 4MG BASE/100ML (EQ 0.04MG BASE/ML)'}]]",['Prescription'],['No'],['SOLUTION']
681,NDA204096,ASTELLAS,,,,,,,,,,,['ORIG'],['20130719'],"['003', '001', '002']","['Yes', 'Yes', 'Yes']","[[{'name': 'TACROLIMUS', 'strength': 'EQ 5MG BASE'}], [{'name': 'TACROLIMUS', 'strength': 'EQ 0.5MG BASE'}], [{'name': 'TACROLIMUS', 'strength': 'EQ 1MG BASE'}]]","['Prescription', 'Prescription', 'Prescription']","['Yes', 'No', 'No']","['CAPSULE, EXTENDED RELEASE', 'CAPSULE, EXTENDED RELEASE', 'CAPSULE, EXTENDED RELEASE']"
682,NDA204150,ALEMBIC PHARMS LTD,,,,,,,,,,,['ORIG'],['20130304'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'DESVENLAFAXINE', 'strength': '50MG'}], [{'name': 'DESVENLAFAXINE', 'strength': '100MG'}]]","['Prescription', 'Prescription']","['No', 'Yes']","['TABLET, EXTENDED RELEASE', 'TABLET, EXTENDED RELEASE']"
683,NDA204300,EXELA PHARMA,['NDA204300'],['VAZCULEP'],['PHENYLEPHRINE HYDROCHLORIDE'],"['Exela Phrama Sciences, LLC', 'Avadel Legacy Pharmaceuticals, LLC']","['51754-4000', '51754-4010', '51754-4020', '76014-004']",['HUMAN PRESCRIPTION DRUG'],"['1232651', '1542385', '1666372', '1666374']","['e457de4e-3de8-4cb9-9c1b-5e0ff5630f5b', '7d95aa48-b7dd-4bc2-b684-9dca6d3a13cd']","['c73fc68d-6a3d-4d99-8869-cc64d7c6bf94', '9bb87e44-0148-11e4-9191-0800200c9a66']","['51754-4010-4', '51754-4000-3', '51754-4020-1', '76014-004-30', '76014-004-25', '76014-004-32', '76014-004-10', '76014-004-33']",['ORIG'],['20140627'],"['002', '003', '001']","['Yes', 'Yes', 'Yes']","[[{'name': 'PHENYLEPHRINE HYDROCHLORIDE', 'strength': '50MG/5ML (10MG/ML)'}], [{'name': 'PHENYLEPHRINE HYDROCHLORIDE', 'strength': '100MG/10ML (10MG/ML)'}], [{'name': 'PHENYLEPHRINE HYDROCHLORIDE', 'strength': '10MG/ML (10MG/ML)'}]]","['Prescription', 'Prescription', 'Prescription']","['Yes', 'Yes', 'Yes']","['SOLUTION', 'SOLUTION', 'SOLUTION']"
684,NDA204426,APIL,['NDA204426'],"['NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE', 'TAYTULLA']","['NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL, AND FERROUS FUMARATE']","['Greenstone LLC', 'Allergan, Inc.']","['59762-1599', '0023-5862']",['HUMAN PRESCRIPTION DRUG'],"['1421459', '1421460', '1421461', '1809905']","['cef60fd6-ae63-490a-a34d-9225e248ec22', '3c9e824e-ede9-4a30-b01c-80379359a7ac']","['829d2294-9e8a-4cde-9289-c9c7d6207d43', '2fa8e8dc-f7b0-429a-b554-0e3c4291c92c']","['59762-1599-1', '59762-1599-5', '0023-5862-28', '0023-5862-30']",['ORIG'],['20130419'],['001'],['Yes'],"[[{'name': 'ETHINYL ESTRADIOL', 'strength': '0.02MG'}, {'name': 'NORETHINDRONE ACETATE', 'strength': '1MG'}]]",['Prescription'],['Yes'],['CAPSULE']
685,NDA204508,BAXTER HLTHCARE CORP,,,,,,,,,,,['ORIG'],['20131003'],['001'],['Yes'],"[[{'name': 'OLIVE OIL', 'strength': '16%(160GM/1000ML)'}, {'name': 'SOYBEAN OIL', 'strength': '4%  (40GM/1000ML)'}]]",['Prescription'],['Yes'],['EMULSION']
686,NDA204553,GATOR PHARMS,,,,,,,,,,,['ORIG'],['20161227'],['001'],['Yes'],"[[{'name': 'MAGNESIUM SULFATE', 'strength': '1.6GM/BOT'}, {'name': 'POTASSIUM SULFATE', 'strength': '3.13GM/BOT'}, {'name': 'SODIUM SULFATE', 'strength': '17.5GM/BOT'}]]",['Discontinued'],['No'],['POWDER']
687,NDA204630,PROVEPHARM SAS,,,,,,,,,,,['ORIG'],['20160408'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'METHYLENE BLUE', 'strength': '50MG/10ML (5MG/ML)'}], [{'name': 'METHYLENE BLUE', 'strength': '10MG/2ML (5MG/ML)'}]]","['Prescription', 'Prescription']","['Yes', 'Yes']","['SOLUTION', 'SOLUTION']"
688,NDA204683,OSMOTICA PHARM CORP,,,,,,,,,,,['ORIG'],['20130710'],"['002', '001']","['No', 'No']","[[{'name': 'DESVENLAFAXINE', 'strength': '100MG'}], [{'name': 'DESVENLAFAXINE', 'strength': '50MG'}]]","['Discontinued', 'Discontinued']","['No', 'No']","['TABLET, EXTENDED RELEASE', 'TABLET, EXTENDED RELEASE']"
689,NDA204684,KNIGHT THERAPS,,,,,,,,,,,['ORIG'],['20140319'],['001'],['Yes'],"[[{'name': 'MILTEFOSINE', 'strength': '50MG'}]]",['Prescription'],['Yes'],['CAPSULE']
690,NDA204736,AYTU,,,,,,,,,,,['ORIG'],['20130326'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'RABEPRAZOLE SODIUM', 'strength': '5MG'}], [{'name': 'RABEPRAZOLE SODIUM', 'strength': '10MG'}]]","['Discontinued', 'Discontinued']","['No', 'No']","['CAPSULE, DELAYED RELEASE', 'CAPSULE, DELAYED RELEASE']"
691,NDA204767,FRESENIUS KABI USA,,,,,,,,,,,['ORIG'],['20151028'],['001'],['No'],"[[{'name': 'ACETAMINOPHEN', 'strength': '1GM/100ML (10MG/ML)'}]]",['Prescription'],['No'],['SOLUTION']
692,NDA204781,GUERBET,,,,,,,,,,,['ORIG'],['20130320'],"['005', '003', '001', '004', '002']","['Yes', 'Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'GADOTERATE MEGLUMINE', 'strength': '1.8845GM/5ML (376.9MG/ML)'}], [{'name': 'GADOTERATE MEGLUMINE', 'strength': '5.6535GM/15ML (376.9MG/ML)'}], [{'name': 'GADOTERATE MEGLUMINE', 'strength': '37.69GM/100ML (376.9MG/ML)'}], [{'name': 'GADOTERATE MEGLUMINE', 'strength': '7.538GM/20ML (376.9MG/ML)'}], [{'name': 'GADOTERATE MEGLUMINE', 'strength': '3.769GM/10ML (376.9MG/ML)'}]]","['Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription']","['Yes', 'Yes', 'Yes', 'Yes', 'Yes']","['SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION']"
693,NDA204824,ANTARES PHARMA INC,['NDA204824'],['OTREXUP'],['METHOTREXATE'],"['Antares Pharma, Inc.']","['54436-010', '54436-075', '54436-012', '54436-015', '54436-017', '54436-020', '54436-022', '54436-025']",['HUMAN PRESCRIPTION DRUG'],"['1441402', '1441407', '1441411', '1441413', '1441416', '1441418', '1441422', '1441424', '1594757', '1594759', '1747179', '1747181', '1747185', '1747187', '1747192', '1747194']",['a1327108-d38b-4f67-8820-757b4b15c444'],['9ab8ce16-f7de-41d4-a4c8-1c742621b6d5'],"['54436-075-01', '54436-075-02', '54436-075-04', '54436-010-01', '54436-010-03', '54436-010-02', '54436-010-04', '54436-012-01', '54436-012-03', '54436-012-02', '54436-012-04', '54436-015-01', '54436-015-03', '54436-015-02', '54436-015-04', '54436-017-01', '54436-017-03', '54436-017-02', '54436-017-04', '54436-020-01', '54436-020-03', '54436-020-02', '54436-020-04', '54436-022-01', '54436-022-03', '54436-022-02', '54436-022-04', '54436-025-01', '54436-025-03', '54436-025-02', '54436-025-04']","['ORIG', 'ORIG']","['20131011', '20131011']","['008', '014', '006', '012', '004', '010', '002', '009', '007', '013', '005', '011', '003', '001']","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'METHOTREXATE', 'strength': '22.5MG/0.4ML (22.5MG/0.4ML)'}], [{'name': 'METHOTREXATE', 'strength': '25MG/ML (25MG/ML)'}], [{'name': 'METHOTREXATE', 'strength': '12.5MG/0.4ML (12.5MG/0.4ML)'}], [{'name': 'METHOTREXATE', 'strength': '20MG/0.8ML (20MG/0.8ML)'}], [{'name': 'METHOTREXATE', 'strength': '25MG/0.4ML (25MG/0.4ML)'}], [{'name': 'METHOTREXATE', 'strength': '15MG/0.6ML (15MG/0.6ML)'}], [{'name': 'METHOTREXATE', 'strength': '15MG/0.4ML (15MG/0.4ML)'}], [{'name': 'METHOTREXATE', 'strength': '10MG/0.4ML (10MG/0.4ML)'}], [{'name': 'METHOTREXATE', 'strength': '17.5MG/0.4ML (17.5MG/0.4ML)'}], [{'name': 'METHOTREXATE', 'strength': '22.5MG/0.9ML (22.5MG/0.9ML)'}], [{'name': 'METHOTREXATE', 'strength': '7.5MG/0.4ML (7.5MG/0.4ML)'}], [{'name': 'METHOTREXATE', 'strength': '17.5MG/0.7ML (17.5MG/0.7ML)'}], [{'name': 'METHOTREXATE', 'strength': '20MG/0.4ML (20MG/0.4ML)'}], [{'name': 'METHOTREXATE', 'strength': '10MG/0.4ML (10MG/0.4ML)'}]]","['Prescription', 'Discontinued', 'Prescription', 'Discontinued', 'Prescription', 'Discontinued', 'Prescription', 'Discontinued', 'Prescription', 'Discontinued', 'Discontinued', 'Discontinued', 'Prescription', 'Prescription']","['Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'Yes', 'No', 'No', 'No', 'Yes', 'Yes']","['SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION']"
694,NDA205098,PROVENSIS,['NDA205098'],['VARITHENA'],['POLIDOCANOL'],"['Biocompatibles, Inc.']","['60635-107', '60635-111', '60635-118', '60635-133', '60635-123']",['HUMAN PRESCRIPTION DRUG'],"['1485068', '1485070']",['b7be49b7-0e68-4ece-b556-822077aebf39'],['dfd6b4a0-b0dc-11e2-9e96-0800200c9a66'],"['60635-107-01', '60635-007-01', '60635-111-01', '60635-118-01', '60635-018-01', '60635-133-01', '60635-123-01']",['ORIG'],['20131125'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'POLIDOCANOL', 'strength': '180MG/18ML (10MG/ML)'}], [{'name': 'POLIDOCANOL', 'strength': '77.5MG/7.75ML (10MG/ML)'}]]","['Prescription', 'Prescription']","['Yes', 'Yes']","['SOLUTION', 'SOLUTION']"
695,NDA205175,RESILIA PHARMS,['NDA205175'],['ECOZA'],['ECONAZOLE NITRATE'],"['Exeltis USA Dermatology, LLC']",['23710-100'],['HUMAN PRESCRIPTION DRUG'],"['1442585', '1442590']",['f0a497f3-ac5f-4e63-bae0-b7b07724c3dd'],['998798bc-5c64-4e4c-a0d6-925278ff76a4'],['23710-100-70'],['ORIG'],['20131024'],['001'],['Yes'],"[[{'name': 'ECONAZOLE NITRATE', 'strength': '1%'}]]",['Prescription'],['Yes'],"['AEROSOL, FOAM']"
696,NDA205383,INTERPHARMA PRAHA AS,,,,,,,,,,,['ORIG'],['20150326'],['001'],['No'],"[[{'name': 'IOHEXOL', 'strength': '9.7GM/BOT'}]]",['Prescription'],['No'],['FOR SOLUTION']
697,NDA205474,SOVEREIGN PHARMS,,,,,,,,,,,['ORIG'],['20141114'],['001'],['Yes'],"[[{'name': 'GUAIFENESIN', 'strength': '200MG/5ML'}, {'name': 'HYDROCODONE BITARTRATE', 'strength': '2.5MG/5ML'}]]",['Discontinued'],['No'],['SOLUTION']
698,NDA205555,NOVATECH SA,,,,,,,,,,,['ORIG'],['20170501'],"['003', '001', '002']","['Yes', 'Yes', 'Yes']","[[{'name': 'TALC', 'strength': '4GM/VIAL'}], [{'name': 'TALC', 'strength': '2GM/VIAL'}], [{'name': 'TALC', 'strength': '3GM/VIAL'}]]","['Prescription', 'Prescription', 'Prescription']","['Yes', 'No', 'No']","['POWDER', 'POWDER', 'POWDER']"
699,NDA205572,FRESENIUS KABI USA,['NDA205572'],['MOXIFLOXACIN'],['MOXIFLOXACIN HYDROCHLORIDE'],"['Fresenius Kabi USA, LLC', 'Fresenius Kabi Norge AS']","['63323-850', '66298-8507']",['HUMAN PRESCRIPTION DRUG'],['351156'],"['d08e6003-16dd-465e-9dd8-1496488fde1a', '616cf61b-abdb-30d7-e053-2a91aa0a3c7d']","['a4e28b09-714b-46e7-b4e6-0163cad78fc5', '6067b2ee-2171-49bb-aa07-1d401ebf4f2e']","['63323-850-74', '66298-8507-4']",['ORIG'],['20150403'],['001'],['Yes'],"[[{'name': 'MOXIFLOXACIN HYDROCHLORIDE', 'strength': 'EQ 400MG BASE/250ML (EQ 1.6MG BASE/ML)'}]]",['Prescription'],['Yes'],['SOLUTION']
700,NDA205582,SUN PHARMA GLOBAL,['NDA205582'],['DECITABINE'],['DECITABINE'],"['Sun Pharmaceutical Industries, Inc.']",['47335-361'],['HUMAN PRESCRIPTION DRUG'],['636631'],['ddc155a1-509c-4d7e-bab1-fa5891ef354e'],['c155d6ba-9a16-406c-919e-65a149689ab9'],"['47335-361-41', '47335-362-40']",['ORIG'],['20140123'],['001'],['Yes'],"[[{'name': 'DECITABINE', 'strength': '50MG/VIAL'}]]",['Prescription'],['Yes'],['POWDER']
701,NDA205583,SUN PHARMA GLOBAL,,,,,,,,,,,['ORIG'],['20140128'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'DESVENLAFAXINE FUMARATE', 'strength': 'EQ 50MG BASE'}], [{'name': 'DESVENLAFAXINE FUMARATE', 'strength': 'EQ 100MG BASE'}]]","['Discontinued', 'Discontinued']","['No', 'No']","['TABLET, EXTENDED RELEASE', 'TABLET, EXTENDED RELEASE']"
702,NDA205613,SALIX,['NDA205613'],['UCERIS'],['BUDESONIDE'],"['Salix Pharmaceuticals, Inc.']",['65649-651'],['HUMAN PRESCRIPTION DRUG'],"['1596778', '1596779']",['be09d39b-5ddd-4763-97b4-760fcd93392d'],['230e4596-2a9b-4d55-b0a0-0cabbcff5289'],"['65649-651-02', '65649-651-03']",['ORIG'],['20141007'],['001'],['Yes'],"[[{'name': 'BUDESONIDE', 'strength': '2MG/ACTUATION'}]]",['Prescription'],['Yes'],"['AEROSOL, FOAM']"
703,NDA205641,ORGANON,,,,,,,,,,,['ORIG'],['20140425'],"['002', '003', '001']","['Yes', 'Yes', 'Yes']","[[{'name': 'MOMETASONE FUROATE', 'strength': '0.20MG/INH'}], [{'name': 'MOMETASONE FUROATE', 'strength': '0.05MG/INH'}], [{'name': 'MOMETASONE FUROATE', 'strength': '0.10MG/INH'}]]","['Prescription', 'Prescription', 'Prescription']","['Yes', 'No', 'No']","['AEROSOL, METERED', 'AEROSOL, METERED', 'AEROSOL, METERED']"
704,NDA205919,NOVA LABS LTD,,,,,,,,,,,['ORIG'],['20140428'],['001'],['Yes'],"[[{'name': 'MERCAPTOPURINE', 'strength': '20MG/ML'}]]",['Prescription'],['Yes'],['SUSPENSION']
705,NDA206229,MEDICINES360,['NDA206229'],['LILETTA'],['LEVONORGESTREL'],"['Allergan, Inc.']",['0023-5858'],['HUMAN PRESCRIPTION DRUG'],"['1605252', '1605257']",['bfcd0ee5-7f24-4555-ae10-6f53c57c2b19'],['aaf0eb2a-f88a-4f26-a445-0fd30176c326'],['0023-5858-01'],['ORIG'],['20150226'],['001'],['No'],"[[{'name': 'LEVONORGESTREL', 'strength': '52MG'}]]",['Prescription'],['No'],['INTRAUTERINE DEVICE']
706,NDA206289,AKORN,['NDA206289'],['ATROPINE'],['ATROPINE SULFATE'],"['MWI', 'Akorn, Inc.']","['13985-606', '17478-215']",['HUMAN PRESCRIPTION DRUG'],['1190655'],"['ec091a07-70c1-48f9-b46c-5a9393a989c0', '05f920b0-0801-473c-9d28-f154a29e0bee']","['590a4e7b-565f-415f-a8e4-499a382c9a3b', 'f7b40bf1-3063-4849-a5a0-0ac5d0d1e72a']","['13985-606-05', '17478-215-02', '17478-215-05', '17478-215-15']",['ORIG'],['20140718'],['001'],['Yes'],"[[{'name': 'ATROPINE SULFATE', 'strength': '1%'}]]",['Prescription'],['Yes'],['SOLUTION/DROPS']
707,NDA206317,ROCKWELL MEDICAL INC,,,,,,,,,,,['ORIG'],['20150123'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'FERRIC PYROPHOSPHATE CITRATE', 'strength': '27.2MG IRON/5ML (5.44MG IRON/ML)'}], [{'name': 'FERRIC PYROPHOSPHATE CITRATE', 'strength': '272MG IRON/50ML (5.44MG IRON/ML)'}]]","['Prescription', 'Discontinued']","['Yes', 'No']","['SOLUTION', 'SOLUTION']"
708,NDA206352,BRISTOL MYERS SQUIBB,,,,,,,,,,,['ORIG'],['20140602'],['001'],['Yes'],"[[{'name': 'ATAZANAVIR SULFATE', 'strength': 'EQ 50MG BASE/PACKET'}]]",['Prescription'],['Yes'],['POWDER']
709,NDA206473,HOSPIRA INC,['NDA206473'],['LINEZOLID'],['LINEZOLID'],"['Hospira, Inc.']",['0409-4883'],['HUMAN PRESCRIPTION DRUG'],['1662285'],['47a2ccae-21d0-4f86-90b5-de994ab80ae8'],['c401f1a8-cc37-461b-bfef-f2e156629bf8'],"['0409-4883-11', '0409-4883-01']",['ORIG'],['20150618'],['001'],['Yes'],"[[{'name': 'LINEZOLID', 'strength': '600MG/300ML (2MG/ML)'}]]",['Prescription'],['Yes'],['SOLUTION']
710,NDA206628,HQ SPCLT PHARMA,,,,,,,,,,,['ORIG'],['20151021'],"['004', '002', '003', '001']","['Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'DEXMEDETOMIDINE HYDROCHLORIDE', 'strength': 'EQ 400MCG BASE/100ML (EQ 4MCG BASE/ML)'}], [{'name': 'DEXMEDETOMIDINE HYDROCHLORIDE', 'strength': 'EQ 1MG BASE/10ML (EQ 100MCG BASE/ML)'}], [{'name': 'DEXMEDETOMIDINE HYDROCHLORIDE', 'strength': 'EQ 200MCG BASE/50ML (EQ 4MCG BASE/ML)'}], [{'name': 'DEXMEDETOMIDINE HYDROCHLORIDE', 'strength': 'EQ 400MCG BASE/4ML (EQ 100MCG BASE/ML)'}]]","['Prescription', 'Prescription', 'Prescription', 'Prescription']","['No', 'Yes', 'No', 'No']","['SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION']"
711,NDA206769,TEVA PHARMS USA,,,,,,,,,,,['ORIG'],['20141215'],['001'],['No'],"[[{'name': 'ARGATROBAN', 'strength': '250MG/250ML (1MG/ML)'}]]",['Discontinued'],['No'],['INJECTABLE']
712,NDA206814,GENUS LIFESCIENCES,['NDA206814'],['POTASSIUM CHLORIDE'],['POTASSIUM CHLORIDE'],"['Genus Lifesciences Inc.', 'Par Pharmaceutical']","['64950-320', '64950-322', '0603-1542', '0603-1543']",['HUMAN PRESCRIPTION DRUG'],"['312515', '314182']","['cb36c0c7-0f89-4241-a5d3-a3895d29ae14', '7cf9c3e6-66c5-4a4c-aa11-83b2d317fc9e']","['14cd12ee-a4a3-465a-9550-58c9ef0e4f21', 'e5214432-3517-4a90-9412-036752bd1139']","['64950-320-47', '64950-320-99', '64950-322-47', '0603-1542-58', '0603-1543-58']",['ORIG'],['20141222'],"['001', '002']","['Yes', 'Yes']","[[{'name': 'POTASSIUM CHLORIDE', 'strength': '20MEQ/15ML'}], [{'name': 'POTASSIUM CHLORIDE', 'strength': '40MEQ/15ML'}]]","['Prescription', 'Prescription']","['No', 'Yes']","['SOLUTION', 'SOLUTION']"
713,NDA206927,DR REDDYS LABS LTD,['NDA206927'],['BORTEZOMIB'],['BORTEXOMIB'],"[""Dr.Reddy's Laboratories Inc""]",['43598-865'],['HUMAN PRESCRIPTION DRUG'],['402243'],['616e7f9f-70d9-ffe4-83b4-451778dc18c0'],['287ce008-3d9c-4914-acf0-01c372399b8d'],['43598-865-60'],['ORIG'],['20191004'],['001'],['No'],"[[{'name': 'BORTEZOMIB', 'strength': '3.5MG/VIAL'}]]",['Prescription'],['No'],['POWDER']
714,NDA206977,INSTITUT BIOCHIMIQUE,['NDA206977'],['TIROSINT SOL'],['LEVOTHYROXINE SODIUM'],['IBSA Pharma Inc.'],"['71858-0105', '71858-0110', '71858-0112', '71858-0113', '71858-0115', '71858-0117', '71858-0120', '71858-0125', '71858-0130', '71858-0135', '71858-0140', '71858-0145', '71858-0150', '71858-0155', '71858-0160']",['HUMAN PRESCRIPTION DRUG'],"['2056462', '2056466', '2056468', '2056470', '2056472', '2056474', '2056476', '2056478', '2056480', '2056482', '2056484', '2056486', '2056488', '2056490', '2056492', '2056494', '2056496', '2056498', '2056500', '2056502', '2056504', '2056506', '2056508', '2056510', '2561529', '2561531', '2561533', '2561535', '2561537', '2561539']",['a4984afc-9423-4b4d-9c50-7d8eea9e6a86'],['5d378add-f13d-40f2-99dc-0f2340ab44b7'],"['71858-0105-6', '71858-0105-4', '71858-0105-5', '71858-0105-1', '71858-0110-6', '71858-0110-4', '71858-0110-5', '71858-0110-1', '71858-0112-6', '71858-0112-4', '71858-0112-5', '71858-0112-1', '71858-0113-6', '71858-0113-4', '71858-0113-5', '71858-0113-1', '71858-0115-6', '71858-0115-4', '71858-0115-5', '71858-0115-1', '71858-0117-6', '71858-0117-4', '71858-0117-5', '71858-0117-1', '71858-0120-6', '71858-0120-4', '71858-0120-5', '71858-0120-1', '71858-0125-6', '71858-0125-4', '71858-0125-5', '71858-0125-1', '71858-0130-6', '71858-0130-4', '71858-0130-5', '71858-0130-1', '71858-0135-6', '71858-0135-4', '71858-0135-5', '71858-0135-1', '71858-0140-6', '71858-0140-4', '71858-0140-5', '71858-0140-1', '71858-0145-6', '71858-0145-4', '71858-0145-5', '71858-0145-1', '71858-0150-6', '71858-0150-4', '71858-0150-5', '71858-0150-1', '71858-0155-6', '71858-0155-4', '71858-0155-5', '71858-0155-1', '71858-0160-6', '71858-0160-4', '71858-0160-5', '71858-0160-1']",['ORIG'],['20161215'],"['009', '015', '007', '013', '005', '011', '003', '001', '008', '014', '006', '012', '004', '010', '002']","['Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes', 'Yes']","[[{'name': 'LEVOTHYROXINE SODIUM', 'strength': '137MCG/ML'}], [{'name': 'LEVOTHYROXINE SODIUM', 'strength': '62.5MCG/ML'}], [{'name': 'LEVOTHYROXINE SODIUM', 'strength': '112MCG/ML'}], [{'name': 'LEVOTHYROXINE SODIUM', 'strength': '37.5MCG/ML'}], [{'name': 'LEVOTHYROXINE SODIUM', 'strength': '88MCG/ML'}], [{'name': 'LEVOTHYROXINE SODIUM', 'strength': '175MCG/ML'}], [{'name': 'LEVOTHYROXINE SODIUM', 'strength': '50MCG/ML'}], [{'name': 'LEVOTHYROXINE SODIUM', 'strength': '13MCG/ML'}], [{'name': 'LEVOTHYROXINE SODIUM', 'strength': '125MCG/ML'}], [{'name': 'LEVOTHYROXINE SODIUM', 'strength': '44MCG/ML'}], [{'name': 'LEVOTHYROXINE SODIUM', 'strength': '100MCG/ML'}], [{'name': 'LEVOTHYROXINE SODIUM', 'strength': '200MCG/ML'}], [{'name': 'LEVOTHYROXINE SODIUM', 'strength': '75MCG/ML'}], [{'name': 'LEVOTHYROXINE SODIUM', 'strength': '150MCG/ML'}], [{'name': 'LEVOTHYROXINE SODIUM', 'strength': '25MCG/ML'}]]","['Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription', 'Prescription']","['No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'No', 'Yes', 'No', 'No', 'No']","['SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION', 'SOLUTION']"
715,NDA207131,BAXTER HLTHCARE CORP,,,,,,,,,,,['ORIG'],['20150807'],"['002', '001']","['Yes', 'Yes']","[[{'name': 'CEFAZOLIN SODIUM', 'strength': 'EQ 1GM BASE/50ML (EQ 20MG BASE/ML)'}], [{'name': 'CEFAZOLIN SODIUM', 'strength': 'EQ 2GM BASE/100ML (EQ 20MG BASE/ML)'}]]","['Prescription', 'Prescription']","['Yes', 'Yes']","['SOLUTION', 'SOLUTION']"
